"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CLIC4.4",1.22381527811233e-07,0.82547126197147,0.513,0.207,0.00680257722338737,"Myoepithelial cells","CLIC4"
"FST.1",1.75717879046378e-07,0.431647033959648,0.179,0.032,0.00976727830679294,"Myoepithelial cells","FST"
"HMGA1.5",1.92407840629279e-07,0.613318515053372,0.744,0.353,0.0106949898213785,"Myoepithelial cells","HMGA1"
"KLF6.6",2.04846637965231e-07,-1.92613460319294,0.205,0.618,0.0113864003712974,"Myoepithelial cells","KLF6"
"FKBP11.4",2.90726890542131e-07,0.748139410135032,0.538,0.215,0.0161600542107844,"Myoepithelial cells","FKBP11"
"CD9.7",8.50917802837652e-07,0.870827897988573,0.744,0.406,0.0472982660707309,"Myoepithelial cells","CD9"
"PTPRC.6",2.58694399930769e-06,-2.18514439205919,0,0.379,0.143795282201518,"Myoepithelial cells","PTPRC"
"DKK1",3.41758937548639e-06,0.339376867165607,0.103,0.014,0.189966705436411,"Myoepithelial cells","DKK1"
"VIM.7",4.70398510973344e-06,-2.046810929643,0.641,0.767,0.261471012324533,"Myoepithelial cells","VIM"
"NOTCH4.1",5.58507039402114e-06,0.377103965562408,0.179,0.039,0.310446137851665,"Myoepithelial cells","NOTCH4"
"FOSB.6",1.07816546591144e-05,-1.92042518439166,0.051,0.405,0.599298274226871,"Myoepithelial cells","FOSB"
"SERPINH1.8",1.43112494780427e-05,0.441034157209412,0.462,0.185,0.795490802237001,"Myoepithelial cells","SERPINH1"
"XDH",3.39981114700481e-05,0.353780917528615,0.103,0.017,1,"Myoepithelial cells","XDH"
"MSRB3.3",4.21151599295429e-05,0.416537856916111,0.231,0.068,1,"Myoepithelial cells","MSRB3"
"NR4A2.8",6.24523934891937e-05,-1.72007880688843,0,0.3,1,"Myoepithelial cells","NR4A2"
"TAGLN.7",7.89809424152831e-05,-0.252179381940706,0.436,0.179,1,"Myoepithelial cells","TAGLN"
"HLA-DRA.7",0.000139895830317587,-3.06613423807922,0.051,0.339,1,"Myoepithelial cells","HLA-DRA"
"CD3D.8",0.000292663528494192,-1.75534814819273,0,0.257,1,"Myoepithelial cells","CD3D"
"SPHK1.4",0.000458150765242069,0.530799580714582,0.333,0.142,1,"Myoepithelial cells","SPHK1"
"IFI27.8",0.000563492505639918,-2.44617781948011,0,0.238,1,"Myoepithelial cells","IFI27"
"NR4A1.6",0.000719649145828878,-1.24578091870308,0,0.231,1,"Myoepithelial cells","NR4A1"
"IGKC.8",0.000809428880600981,-3.82393934745984,0,0.227,1,"Myoepithelial cells","IGKC"
"TRBC2.7",0.000890254938599101,-1.40653802361786,0,0.224,1,"Myoepithelial cells","TRBC2"
"EGFR.3",0.000909364192533646,0.503231075032854,0.231,0.089,1,"Myoepithelial cells","EGFR"
"EGR1.6",0.000922662196212108,-1.64305706331405,0.051,0.286,1,"Myoepithelial cells","EGR1"
"LCK.7",0.00104903336312021,-1.25086867521339,0,0.219,1,"Myoepithelial cells","LCK"
"TNFAIP3.8",0.00109761733394533,-1.47059077007534,0.077,0.316,1,"Myoepithelial cells","TNFAIP3"
"RGCC.7",0.00127176676877013,-1.46782927677965,0.051,0.281,1,"Myoepithelial cells","RGCC"
"TGIF1.2",0.00157708026223287,0.438924676105824,0.513,0.291,1,"Myoepithelial cells","TGIF1"
"GIMAP7.8",0.00163813811568678,-1.10286056228036,0,0.206,1,"Myoepithelial cells","GIMAP7"
"RHOH.8",0.00169383713117587,-1.00049998438769,0,0.205,1,"Myoepithelial cells","RHOH"
"CST7.8",0.00174629237866212,-1.58729343006078,0,0.204,1,"Myoepithelial cells","CST7"
"ADAMTS1.3",0.00177028916113456,0.813224976306877,0.179,0.063,1,"Myoepithelial cells","ADAMTS1"
"IL7R.8",0.00203506882030736,-2.30170504244738,0,0.199,1,"Myoepithelial cells","IL7R"
"TRAC.8",0.00238625072433692,-1.26805962546646,0,0.194,1,"Myoepithelial cells","TRAC"
"CD81.7",0.00243365318804013,-0.91455053089741,0.077,0.3,1,"Myoepithelial cells","CD81"
"PROCR.2",0.00269671131488489,0.282426236765443,0.154,0.051,1,"Myoepithelial cells","PROCR"
"EMP1.8",0.00298958931764647,-0.910930549203025,0.026,0.225,1,"Myoepithelial cells","EMP1"
"CCL4.7",0.00320037320232505,-2.93580357843924,0,0.184,1,"Myoepithelial cells","CCL4"
"CD3G.8",0.0032480510603643,-1.05137758887834,0,0.184,1,"Myoepithelial cells","CD3G"
"POLD4.8",0.00366276066328358,-0.702895484777762,0.026,0.223,1,"Myoepithelial cells","POLD4"
"TBC1D10C.7",0.00373525767623112,-0.910574609573979,0,0.179,1,"Myoepithelial cells","TBC1D10C"
"CD27.7",0.00373674028456302,-1.11395698537545,0,0.179,1,"Myoepithelial cells","CD27"
"CLEC2D.6",0.00384344938225265,-0.907393485382065,0,0.178,1,"Myoepithelial cells","CLEC2D"
"TGFBR2.4",0.00504824177484209,-0.748009413044194,0.026,0.206,1,"Myoepithelial cells","TGFBR2"
"CD82.5",0.00553641633412007,0.354375280699473,0.487,0.289,1,"Myoepithelial cells","CD82"
"BIRC2",0.00621986787366882,0.475996548470256,0.333,0.182,1,"Myoepithelial cells","BIRC2"
"SKAP1.7",0.00650143197783669,-0.795915674329025,0,0.161,1,"Myoepithelial cells","SKAP1"
"KLF2.7",0.00679935430184901,-0.776339146676883,0,0.159,1,"Myoepithelial cells","KLF2"
"HLA-DQA1.8",0.00682250490136857,-1.55703586704559,0.026,0.195,1,"Myoepithelial cells","HLA-DQA1"
"ITGA4.5",0.00729039031892552,-0.714416265642273,0,0.157,1,"Myoepithelial cells","ITGA4"
"RNASE1.5",0.00747221013029716,0.260531036117736,0.897,0.653,1,"Myoepithelial cells","RNASE1"
"ZEB2.5",0.00864243894601059,-0.712877045217266,0,0.151,1,"Myoepithelial cells","ZEB2"
"CD79A.1",3.3585459332156e-52,2.70676017775481,0.767,0.07,1.86684775697789e-47,"Memory
B cells","CD79A"
"SPIB.1",1.9071655404267e-35,1.70539788997392,0.3,0.016,1.06009796564618e-30,"Memory
B cells","SPIB"
"FCRLA.1",1.82671185716389e-25,1.5828551355345,0.267,0.018,1.01537778580455e-20,"Memory
B cells","FCRLA"
"VPREB3.1",4.84710151291951e-25,1.71718652407378,0.3,0.023,2.69426137595631e-20,"Memory
B cells","VPREB3"
"HLA-DRA.8",8.31689641866812e-22,2.22428496307129,1,0.339,4.62294687431667e-17,"Memory
B cells","HLA-DRA"
"TNFRSF13C.1",8.34605718147098e-14,0.960354388716022,0.2,0.018,4.63915588432065e-09,"Memory
B cells","TNFRSF13C"
"POLD4.9",2.73664601051825e-13,1.882325654382,0.667,0.222,1.52116468494657e-08,"Memory
B cells","POLD4"
"TNFRSF13B.1",6.30686966471452e-11,0.992535213634429,0.167,0.016,3.50567350313157e-06,"Memory
B cells","TNFRSF13B"
"HLA-DQA1.9",8.448702949261e-11,1.33672401298951,0.633,0.195,4.69621153434673e-06,"Memory
B cells","HLA-DQA1"
"BANK1.1",8.6077059405303e-11,1.27643695939064,0.233,0.031,4.78459334704376e-06,"Memory
B cells","BANK1"
"IGHG1.8",2.85837001163004e-09,-0.790922380911305,0.433,0.11,0.000158882497096456,"Memory
B cells","IGHG1"
"RNASE1.6",3.54962232788049e-09,-1.99064963126968,0.033,0.653,0.000197305757095237,"Memory
B cells","RNASE1"
"IGHM.1",5.97064695591712e-09,0.592492079829482,0.3,0.059,0.000331878411044653,"Memory
B cells","IGHM"
"POU2AF1.1",5.45449583567958e-08,1.09903882162582,0.2,0.031,0.00303188151026249,"Memory
B cells","POU2AF1"
"NR4A1.7",5.08690694575745e-07,1.91850530227873,0.533,0.231,0.0282755722579928,"Memory
B cells","NR4A1"
"CD22.1",2.04251923673296e-06,0.733176808783548,0.133,0.018,0.113533431773801,"Memory
B cells","CD22"
"PAX5.1",2.58623997496033e-06,0.743275192463981,0.1,0.011,0.14375614900817,"Memory
B cells","PAX5"
"HVCN1.1",5.49397417710157e-06,0.984886952450494,0.233,0.053,0.305382554634191,"Memory
B cells","HVCN1"
"IGKC.9",9.70304797837016e-06,-1.07110204514561,0.533,0.227,0.539343921877705,"Memory
B cells","IGKC"
"DOK3.2",2.0781639142399e-05,0.759431736314093,0.167,0.033,1,"Memory
B cells","DOK3"
"PTPRCAP.8",2.21874323860565e-05,1.00975271682349,0.367,0.126,1,"Memory
B cells","PTPRCAP"
"RALGPS2.2",2.54341026317039e-05,1.30438172420656,0.267,0.077,1,"Memory
B cells","RALGPS2"
"NR4A2.9",5.90531364376772e-05,1.38227778976848,0.567,0.3,1,"Memory
B cells","NR4A2"
"HMGB2.7",0.000150634806667891,-1.37992473120155,0,0.336,1,"Memory
B cells","HMGB2"
"TM4SF1.7",0.00020676002252921,-2.13704079644702,0.033,0.376,1,"Memory
B cells","TM4SF1"
"CD70.1",0.000264855299724547,1.27299372965136,0.167,0.041,1,"Memory
B cells","CD70"
"CD9.8",0.000349661659432424,-1.29415784366478,0.067,0.406,1,"Memory
B cells","CD9"
"FCMR.8",0.000365601225140744,1.43456451944413,0.333,0.142,1,"Memory
B cells","FCMR"
"GSN.6",0.000616173675178944,-1.70414365760238,0.067,0.392,1,"Memory
B cells","GSN"
"S100A13.7",0.000742834086978642,-0.956113518722584,0.033,0.342,1,"Memory
B cells","S100A13"
"CEBPB.8",0.000849709593704449,-1.26517782260185,0.067,0.377,1,"Memory
B cells","CEBPB"
"CD79B.2",0.00108545009720486,1.31015088658504,0.233,0.082,1,"Memory
B cells","CD79B"
"TNFAIP3.9",0.00111338490002023,-1.57600983260213,0.033,0.316,1,"Memory
B cells","TNFAIP3"
"JUNB.4",0.00116355437243664,0.777320210604161,0.833,0.76,1,"Memory
B cells","JUNB"
"BLNK.1",0.00120937106278249,0.723201044960212,0.167,0.047,1,"Memory
B cells","BLNK"
"KRT7.8",0.00122064171140082,-1.92180722896903,0.067,0.358,1,"Memory
B cells","KRT7"
"CD46.3",0.00130910751721104,-0.807041778642389,0,0.262,1,"Memory
B cells","CD46"
"SPCS3.2",0.00138368216506301,-0.786672110236353,0.033,0.318,1,"Memory
B cells","SPCS3"
"CD82.6",0.0014006261519148,1.283889060795,0.467,0.289,1,"Memory
B cells","CD82"
"MDK.6",0.00198961037648159,-1.20055414652909,0.033,0.298,1,"Memory
B cells","MDK"
"CD81.8",0.00231793524448274,-0.894259089886831,0.033,0.3,1,"Memory
B cells","CD81"
"DUSP2.6",0.00266170125041357,1.34882323032574,0.5,0.303,1,"Memory
B cells","DUSP2"
"NNMT.9",0.00278556628386692,-1.33541550943538,0,0.234,1,"Memory
B cells","NNMT"
"KRT17.9",0.00288826338766654,-3.15026865161392,0,0.232,1,"Memory
B cells","KRT17"
"EMP1.9",0.00352145242585586,-0.988239857348102,0,0.225,1,"Memory
B cells","EMP1"
"CAV1.9",0.0052102131876475,-1.26461705964705,0,0.209,1,"Memory
B cells","CAV1"
"ELF3.8",0.00528816455572748,-1.15131337780655,0.033,0.264,1,"Memory
B cells","ELF3"
"GIMAP7.9",0.00574978836915886,-1.10277085650717,0,0.206,1,"Memory
B cells","GIMAP7"
"CD3D.9",0.00597699189867558,-1.39049308683666,0.033,0.257,1,"Memory
B cells","CD3D"
"CST7.9",0.00604571459789853,-1.58718143205607,0,0.204,1,"Memory
B cells","CST7"
"FOSL2.2",0.00663824558092832,-0.688514881305703,0,0.2,1,"Memory
B cells","FOSL2"
"IL7R.9",0.00681763445614898,-2.30157122614156,0,0.199,1,"Memory
B cells","IL7R"
"KRT15.7",0.00689242789972602,-1.50219491123277,0,0.198,1,"Memory
B cells","KRT15"
"JCHAIN.1",0.00760507709533834,-0.623959674004932,0.2,0.075,1,"Memory
B cells","JCHAIN"
"BACH2.1",0.00776960010903639,0.749311505605226,0.133,0.041,1,"Memory
B cells","BACH2"
"COL6A2.8",0.00798333979745341,-1.49295081939257,0,0.192,1,"Memory
B cells","COL6A2"
"S100A10.5",0.00811755240100717,-1.10978893070936,0.467,0.72,1,"Memory
B cells","S100A10"
"CD3G.9",0.00984479709390529,-1.0512907225133,0,0.184,1,"Memory
B cells","CD3G"
