"","combinationPotential","lowCI","highCI","P","FDR"
"nilotinib + QL.XI.92",-0.0794153327132359,-0.160097943742669,0.00232137173787342,0.0499387591198807,0.138962356813673
"GSK.1059615 + OSI.930",-0.0793514152930624,-0.16003526901247,0.00238569414581011,0.0501238809674,0.139335530671528
"SAR.245409 + XMD.1150",-0.0792812594480912,-0.159966476396781,0.00245629372729568,0.0503277311726489,0.139805061887468
"BI.2536 + HY.11007",-0.0792798320119087,-0.159965076689607,0.00245773018357026,0.0503318860244528,0.139805061887468
"ponatinib + XMD.892",-0.079273805059138,-0.159959166811298,0.00246379521745526,0.0503494318935569,0.139805061887468
"GSK.2126458 + WZ.3105",-0.0792720604149149,-0.159957456055971,0.0024655508840365,0.0503545119151418,0.139805061887468
"BX.912 + KIN001.055",-0.0792441461073454,-0.15993008390482,0.00249364148080695,0.0504358505506258,0.139962265985258
"OSI.027 + saracatinib",-0.0792271226091685,-0.159913390979006,0.0025107724253642,0.0504855086848608,0.140043854408499
"BMS.509744 + WZ.4.145",-0.0792155973836947,-0.159902089530984,0.00252237036680467,0.0505191513612326,0.140073701212991
"A.443644 + GDC.0941",-0.0792134297954175,-0.159899964026929,0.00252455162856378,0.0505254807465845,0.140073701212991
"JW.7.24.1 + PF.431396",-0.0791935514248756,-0.159880471564603,0.00254455535866599,0.0505835567575263,0.140188284594068
"erlotinib + sirolimus",-0.0791859912999088,-0.159873058191404,0.0025521631431038,0.0506056588157078,0.140188284594068
"HG.5.113.01 + ponatinib",-0.0791834536355843,-0.159870569784374,0.00255471680289197,0.0506130794973925,0.140188284594068
"AZ.628 + CP466722",-0.0791580241243325,-0.159845633815634,0.00258030654315229,0.0506874911401496,0.140351060430854
"palbociclib + tivantinib",-0.0791180559112216,-0.159806441107796,0.00262052637594201,0.0508046305738079,0.140641026949004
"MLN.8054 + QL.XI.92",-0.0790922034559157,-0.15978109013351,0.002646541444401,0.0508805197393536,0.140816687695059
"erlotinib + PI.103",-0.0790677784367924,-0.159757138808492,0.0026711199963926,0.0509523056919829,0.140946473366318
"OSI.930 + WZ.4.145",-0.0790507549386155,-0.159740445404571,0.0026882504439237,0.0510023883458928,0.14105056117637
"BMS.345541 + THZ.2.98.01",-0.0790373264648983,-0.159727277283204,0.00270176324757073,0.0510419235463062,0.141125435586406
"GDC.0879 + palbociclib",-0.0790238979911811,-0.159714109133122,0.00271527602136715,0.0510814843430385,0.141193877284705
"SAR.245409 + tivantinib",-0.0790204615707417,-0.159710739326321,0.00271873400986463,0.051091612283684,0.141193877284705
"GDC.0941 + selumetinib",-0.0789788544494212,-0.159669938593212,0.00276060211547612,0.051214371425133,0.141458052440644
"A.443644 + pazopanib",-0.078975365160975,-0.159666516918186,0.0027641132777639,0.0512246775328108,0.141458052440644
"PD.184352 + selumetinib",-0.0789283655029649,-0.159620427803508,0.00281140737338689,0.0513636665528363,0.141802113142128
"BMS.345541 + JWE.035",-0.0788917279742799,-0.159584499824452,0.00284827417068533,0.0514722306171418,0.142037770891601
"AZD.6482 + palbociclib",-0.0788666156710687,-0.159559873741308,0.00287354349214874,0.0515467538246454,0.142174132261108
"BMS.509744 + JWE.035",-0.0788030154589358,-0.159497504496206,0.00293754090669072,0.0517358966975465,0.14259163545868
"sirolimus + SU.11274",-0.0787627300377843,-0.159457998456586,0.00297807757600889,0.0518560023192044,0.142818391601408
"KIN001.244 + XMD.1499",-0.0787517334923781,-0.159447214610841,0.00298914265691915,0.0518888274550776,0.142874050797169
"HG.5.88.01 + XMD.16144",-0.0787149902276796,-0.159411181909658,0.00302611477728417,0.0519986333903057,0.143106809998837
"PF.477736 + XMD.1150",-0.0786656115093652,-0.159362757768285,0.00307580069931504,0.0521465052429947,0.143444054378653
"celastrol + TAK.715",-0.0786479535951072,-0.159345441118117,0.00309356837218073,0.0521994695599257,0.14355487925356
"BIX.02189 + CP466722",-0.0786116861424696,-0.159309874429399,0.00313006109530914,0.0523083933110458,0.143819508193152
"AZD.1480 + THZ.2.98.01",-0.0785775334101023,-0.159276381408566,0.00316442576381864,0.0524111390904388,0.14401899350616
"OSI.027 + VX.745",-0.0785748900097642,-0.159273789061747,0.00316708555983302,0.0524190985635665,0.14401899350616
"CP466722 + PF.562271",-0.078557284963513,-0.159256524003543,0.00318479977178695,0.0524721343745273,0.144129740914752
"GSK.690693 + linsitinib",-0.0785322255283085,-0.15923194843015,0.00321001450752753,0.0525477039707456,0.144302315099101
"celastrol + JNJ.38877605",-0.078488186478677,-0.159188759469184,0.00325432622799311,0.0526807286629446,0.144632545965539
"JW.7.24.1 + PD.173074",-0.078456412806614,-0.159157598934572,0.00328629642960121,0.0527768787342623,0.144861403699835
"NVP.AUY922 + pyrazolanthrone",-0.0783940814266433,-0.159096469897898,0.00334901286213525,0.0529659243059756,0.145241251141425
"celastrol + Y.27632",-0.0783785382326558,-0.159081226428493,0.00336465197414915,0.0530131532641669,0.145298635217011
"FR.180204 + nilotinib",-0.0783382528115043,-0.159041717665417,0.00340518581304055,0.0531357264216033,0.145564127170938
"MK.1775 + tivantinib",-0.0783167355327527,-0.159020615109946,0.00342683566680785,0.053201291992973,0.145708496208082
"GSK.1059615 + KIN001.266",-0.0782697887427494,-0.158974572914767,0.00347407144540422,0.0533445781819609,0.146058603085724
"CHIR.99021 + THZ.2.98.01",-0.0782615942017015,-0.158966536234354,0.00348231639188782,0.0533696216521186,0.146063548866661
"AZD.7762 + ponatinib",-0.0782527652445725,-0.158957877347358,0.00349119964437099,0.0533966149332224,0.146102117448356
"celastrol + VX.745",-0.0782388080907878,-0.15894418902163,0.0035052426040145,0.0534393101492718,0.146183620154711
"AZD.6482 + PD.184352",-0.0782106823111912,-0.158916604877038,0.00353354119746961,0.0535254338838668,0.146339316439602
"CP466722 + MGCD.265",-0.0782096778190627,-0.158915619726687,0.00353455185910014,0.053528511868694,0.146339316439602
"KIN001.055 + XMD.1499",-0.0782075630987923,-0.158913545725421,0.00353667956725015,0.0535349923186995,0.146339316439602
"MK.2206 + SU.11274",-0.0781964608173726,-0.158902657207093,0.00354785002289466,0.0535690254043316,0.146397010787658
"buparlisib + PF.477736",-0.078139416238078,-0.158846710653327,0.00360524456615863,0.0537441749473143,0.146822580456291
"CHIR.99021 + WZ.4.145",-0.0781276266725704,-0.158835147955249,0.00361710639256076,0.053780433007916,0.14686843593312
"AZD.5438 + WYE.125132",-0.0781095458142583,-0.15881741498514,0.00363529802782154,0.0538360791158736,0.146949529040074
"JWE.035 + pyrazolanthrone",-0.0780998181010144,-0.158807874418275,0.00364508531797435,0.0538660372042518,0.14699126343995
"GSK.1070916 + MK.2206",-0.0780943198283113,-0.158802481917292,0.00365061725765488,0.0538829761764714,0.14699126343995
"palbociclib + ponatinib",-0.0780643965364849,-0.158773134183299,0.00368072368782252,0.0539752410495771,0.147152047396837
"KIN001.220 + XMD.16144",-0.078052659838984,-0.158761623195689,0.00369253217650908,0.0540114656425857,0.147215366643149
"PI.103 + QL.XI.92",-0.0779710316365458,-0.158681564188404,0.00377465905276432,0.0542639663766638,0.147793022883749
"GW.843682X + PF.477736",-0.0779672780080659,-0.158677882692985,0.00377843558596839,0.0542756010749238,0.147793022883749
"KIN001.220 + MK.2206",-0.0779598764871194,-0.158670623399666,0.00378588226432748,0.0542985488170601,0.147811662765808
"GDC.0941 + sirolimus",-0.077956651538707,-0.158667460419134,0.00378912688563393,0.0543085500016358,0.147811662765808
"GSK.1059615 + TG.101348",-0.0779435402730304,-0.158654601071386,0.00380231811518909,0.0543492263441724,0.147886830453569
"GSK.1059615 + NU.7441",-0.0779166304575893,-0.158628208211403,0.00382939196092707,0.0544327906842762,0.148056871140982
"GW.843682X + SAR.245409",-0.0779112379208997,-0.158622919255058,0.00383481735371424,0.054449549240616,0.148056871140982
"foretinib + ZSTK.474",-0.0779065855363048,-0.158618356230175,0.00383949808087935,0.0544640110528328,0.148056871140982
"WZ.4.145 + XMD.132",-0.0778990782793448,-0.158610993160025,0.00384705106488765,0.0544873538991007,0.148069803295381
"GW.5074 + THZ.2.98.01",-0.0778768208484986,-0.158589163159847,0.00386944401195341,0.05455660944156,0.148201871414168
"ABT.737 + NVP.AUY922",-0.0778171857368728,-0.158530672889169,0.00392944181281683,0.0547425293406886,0.148635613709734
"GSK.1059615 + pelitinib",-0.0778089383278182,-0.158522583764591,0.00393773933469626,0.0547682831065711,0.14866745897213
"GDC.0879 + ponatinib",-0.0777984704624796,-0.158512316783177,0.00394827078856366,0.0548009850925164,0.14866745897213
"NVP.AUY922 + TGX.221",-0.077796620082243,-0.15851050191091,0.00395013240731076,0.0548067674356416,0.14866745897213
"A.443644 + XMD.1527",-0.0777828744004852,-0.158497019985563,0.00396396155740785,0.0548497378752454,0.148712779850887
"GDC.0941 + MK.2206",-0.077750043368287,-0.158464818803615,0.00399699182399602,0.0549524845286576,0.148955693462673
"GSK.461364 + veliparib",-0.0777338128902115,-0.158448899637361,0.00401332073047955,0.0550033378679166,0.149057861056271
"GSK.1070916 + KIN001.242",-0.0776792531072347,-0.158395386041219,0.0040682110672257,0.0551745715946072,0.149450376299672
"JW.7.24.1 + OSI.930",-0.0776603263608144,-0.15837682210542,0.00408725236740984,0.0552340758988171,0.149575779424702
"JW.7.24.1 + SGX523",-0.0776040748016212,-0.158321648506884,0.00414384403816571,0.0554112417076276,0.150019677824261
"OSI.027 + TAK.715",-0.0775908577999311,-0.158308684712292,0.00415714087731751,0.0554529374793711,0.150047537819389
"nilotinib + pelitinib",-0.0775884787396269,-0.158306351226309,0.00415953430529483,0.0554604454873758,0.150047537819389
"CP466722 + nintedanib",-0.0774996076202625,-0.158219181915131,0.00424894146609673,0.0557415172368381,0.150697704155453
"BX.912 + CHIR.99021",-0.0774607496352935,-0.158181067632989,0.00428803341902885,0.055864784381469,0.150994912439173
"Y.27632 + ZSTK.474",-0.0774346857079606,-0.15815550240828,0.00431425413997375,0.0559475924535391,0.151146585051606
"SAR.245409 + selumetinib",-0.0774297689833319,-0.158150679747266,0.00431920042969936,0.0559632248764,0.151147416600064
"GDC.0941 + MK.1775",-0.0774221559903584,-0.158143212393583,0.00432685919299528,0.0559874370775897,0.151147416600064
"lapatinib + MLN.8054",-0.0774216801782975,-0.158142745683671,0.00432733786538284,0.0559889506290727,0.151147416600064
"SAR.245409 + XMD.885",-0.0774094148007291,-0.15813071492683,0.00433967696288811,0.056027978356474,0.151147416600064
"BMS.345541 + XMD.16144",-0.0773806017370446,-0.158102452925317,0.00436866310694653,0.0561197487811075,0.151286873350641
"AT.7519 + QL.XII.47",-0.0773632081628204,-0.158085391946624,0.00438616109805796,0.0561752082207978,0.151364319081736
"brivanib + nilotinib",-0.0773417437520757,-0.158064337906479,0.00440775429467841,0.0562437102727884,0.1514768177977
"MK.2206 + SB.216763",-0.0773357696673117,-0.158058478025106,0.00441376421022516,0.0562627884521951,0.151492172900882
"AZD.7762 + BX.912",-0.0772706891509895,-0.157994641249934,0.00447923467753413,0.0564709708334904,0.151980452635285
"A.443644 + trametinib",-0.0772550402209884,-0.157979291282973,0.00449497726864666,0.0565211245876948,0.152052568932599
"JW.7.24.1 + trametinib",-0.0772459469238256,-0.157970371689654,0.00450412497189539,0.0565502849708162,0.152052568932599
"GDC.0941 + PI.103",-0.0772397084990279,-0.157964252426153,0.00451040071388553,0.0565702975732093,0.152067082842771
"HG.5.88.01 + JWE.035",-0.0772344216983518,-0.157959066604774,0.00451571913425988,0.0565872620084403,0.152076588098146
"A.443644 + NVP.BGJ398",-0.0771923387649705,-0.157917787307799,0.00455805359551635,0.0567224495875968,0.152397270954551
"MK.2206 + XMD.132",-0.0771263594925334,-0.15785306744006,0.00462442663335022,0.0569349415731176,0.152839701850872
"BMS.509744 + NVP.AUY922",-0.0771251963963847,-0.157851926538735,0.00462559666441543,0.0569386933429428,0.152839701850872
"AZD.1480 + PF.477736",-0.0771200153317221,-0.157846844339304,0.00463080861825938,0.0569554082648907,0.152848340900447
"palbociclib + XMD.885",-0.0771144113230055,-0.157841347261636,0.00463644603272305,0.0569734922544538,0.152860649083556
"GDC.0941 + SAR.245409",-0.0771093359943565,-0.157836368771883,0.0046415516111495,0.056989874319019,0.15286838622996
"GSK.461364 + SB.525334",-0.0770814745547937,-0.157809038864407,0.00466957903346791,0.057079874672968,0.153037306030152
"BMS.345541 + sirolimus",-0.0770761348861109,-0.15780380105018,0.00467495049822104,0.0570971367781829,0.153047354795958
"amuvatinib + MLN.8054",-0.077062653544387,-0.157790576845533,0.00468851209616105,0.0571407385963087,0.15309175883681
"HG.5.113.01 + XMD.1185H",-0.0770352679168851,-0.157763713470076,0.00471606066134972,0.0572293951967125,0.15325677479375
"CP466722 + PD.0325901",-0.0769998463523555,-0.157728967228069,0.00475169279134848,0.0573442361006666,0.153528008000012
"XMD.132 + XMD.885",-0.0769548556786023,-0.157684834026511,0.00479695061538291,0.0574903767366244,0.153849750657483
"BMS.777607 + ZSTK.474",-0.0769495688779263,-0.1576796479652,0.004802268786582,0.0575075698138786,0.153856184300065
"QL.X.138 + SB.239063",-0.0768919956185641,-0.157623171469214,0.00486018337154843,0.0576950786696827,0.154212123184838
"JW.7.24.1 + NVP.AEW541",-0.076884964173665,-0.157616273936271,0.00486725646509897,0.0577180139017694,0.154237023935238
"AZD.8330 + JW.7.24.1",-0.0768189320332211,-0.157551498975632,0.00493367932797799,0.0579337672397899,0.15470405894615
"BI.2536 + GSK.1070916",-0.0767691832388595,-0.157502696885086,0.00498372201719771,0.0580967576526884,0.155029637232963
"linifanib + XMD.16144",-0.076746767203993,-0.157480707291397,0.00500627034271013,0.0581703227213921,0.155189376871559
"pyrazolanthrone + WZ.4.145",-0.0766688926300348,-0.157404313576015,0.00508460385579265,0.0584264921874417,0.155728001224371
"BX.912 + TGX.221",-0.0766308276651673,-0.15736697210081,0.00512289278428799,0.0585520471147601,0.155877276345712
"GSK.1059615 + rondual.kinase.inhibitor",-0.0765982609730028,-0.157335024210987,0.00515565089950202,0.058659643685911,0.156127018740997
"GDC.0879 + tivantinib",-0.0765325460405995,-0.157270557418749,0.00522175156202447,0.0588772569298579,0.156632589788734
"HY.11007 + MK.1775",-0.0764888241990086,-0.157227665615833,0.00526572964403597,0.0590224107095245,0.156871345056411
"afatinib + celastrol",-0.0764766116894469,-0.157215684900619,0.00527801367089889,0.0590630083819924,0.156928206543896
"palbociclib + THZ.2.98.01",-0.0764703203966424,-0.157209513007749,0.00528434179632016,0.0590839313566425,0.156928206543896
"ABT.737 + nilotinib",-0.0764689986964734,-0.157208216390798,0.00528567123360154,0.0590883277195525,0.156928206543896
"HG.5.113.01 + MK.1775",-0.0764657208800542,-0.157205000779558,0.00528896823681238,0.0590992318684077,0.156928206543896
"brivanib + NVP.AUY922",-0.0764495432699855,-0.157189130157075,0.00530524051694737,0.0591530735261838,0.157034354825136
"dovitinib + GSK.1059615",-0.076395565035083,-0.157136175915636,0.00535953431487948,0.0593330155695424,0.157475135065636
"AZD.6482 + erlotinib",-0.0763606192826144,-0.15710189285356,0.00539468410723537,0.0594497523130101,0.157747995535342
"AZD.6482 + QL.XI.92",-0.0763475608849445,-0.157089082037605,0.00540781869791432,0.0594934228233127,0.157789932897896
"AKT.inhibitor.1.2 + MK.1775",-0.0763159986849085,-0.157058118131368,0.00543956494027321,0.0595990842710437,0.158033160704652
"GSK.1059615 + ibrutinib",-0.0762998739428465,-0.157042298989026,0.00545578364370548,0.0596531253201597,0.158139429833991
"GW.843682X + linifanib",-0.0762932654420015,-0.157035815721998,0.00546243064088258,0.0596752850026638,0.15816115203725
"BX.912 + SAR.245408",-0.0762716952952432,-0.15701465428999,0.0054841263893941,0.059747661612722,0.158241877400392
"BX.912 + XMD.132",-0.0761593507808772,-0.156904437299569,0.00559712383518685,0.0601257983437492,0.159131728498004
"CP466722 + YM.201636",-0.076088296179791,-0.156834727256484,0.00566859031836176,0.0603659789699003,0.159565926448188
"BMS.509744 + XMD.16144",-0.0760385473854294,-0.156785919373943,0.00571862699440918,0.0605346128898944,0.159914740139504
"GW.5074 + XMD.16144",-0.0760206251311376,-0.156768335991246,0.00573665285922131,0.0605954594565079,0.160038147934923
"AS.605240 + GDC.0879",-0.0760149682544142,-0.156762786063365,0.00574234242793834,0.0606146752094764,0.160051573035048
"AS.605240 + PI.103",-0.0759930280316086,-0.156741260593899,0.0057644093967158,0.060689251259826,0.160185662053847
"HG.5.88.01 + XMD.1150",-0.0759917063314396,-0.156739963876421,0.00576573872964147,0.0606937462139565,0.160185662053847
"MLN.8054 + ON.01910",-0.0759768504215399,-0.156725388752819,0.00578068041184863,0.0607442884308877,0.160245790714288
"tivantinib + XMD.132",-0.075934450280118,-0.156683789808028,0.00582332515458816,0.0608887319596466,0.160588004062179
"HG.5.113.01 + XMD.1499",-0.0759125629253192,-0.156662315926402,0.00584533865853062,0.0609634060904444,0.160717708246824
"sunitinib + XMD.1150",-0.075911717037211,-0.156661486016401,0.00584618942037758,0.0609662935654177,0.160717708246824
"A.443644 + PF.431396",-0.0759018307199468,-0.15665178643481,0.00585613269068891,0.061000049309132,0.160762315888518
"A.443644 + pyrazolanthrone",-0.0758984471675141,-0.156648466788335,0.00585953573136012,0.0610116056237395,0.160762315888518
"MK.1775 + XMD.885",-0.0758925788187637,-0.156642709272153,0.00586543787553391,0.0610316528965559,0.160777731810536
"GW.5074 + XMD.1150",-0.0758387063198747,-0.156589853979761,0.00591962035632223,0.0612159449311796,0.161150761586613
"KIN001.266 + nilotinib",-0.075818775081326,-0.156570298960453,0.00593966615738964,0.06128424396284,0.161264175440229
