Gene name	Gene Synonym
AL356432.4	
AL356432.6	
TRIM39	RNF23
LINC02536	
HCG4P8	HCGIV-08
HCG4P8	HCGIV-8
HCG4P8	HCGIV.7
THEMIS	bA325O24.3
THEMIS	bA325O24.4
THEMIS	C6orf190
THEMIS	C6orf207
THEMIS	FLJ40584
THEMIS	TSEPA
LILRB1	CD85
LILRB1	CD85j
LILRB1	ILT2
LILRB1	LIR-1
LILRB1	LIR1
LILRB1	MIR-7
LILRB1	PIR-B
LILRB1	PIRB
CR388220.3	
CR388220.2	
HLA-A	
SDHAP2	SDHAL2
SDHAP2	SDHALP2
HLA-H	
MUC20	FLJ14408
MUC20	KIAA1359
HLA-T	HLA-16
DDX39BP1	BAT1P1
MCCD1P1	OTTHUMG00000130506
LINC01070	
HCG4B	bCX67J3.3
HCG4B	bPG309N1.1
HCG4B	bQB90C11.3
HCG4B	Em:AB023056.16
HCG4B	HCG4P6
HCG4B	HCGIV-06
HCG4B	HCGIV-6
HCG4B	HCGIV.5
HLA-K	HLA-70
HLA-K	HLA70
HLA-K	HLAK
LINC01043	
MRPS17P5	
HLA-U	Em:AB023056.13
HLA-U	HLA-21
LINC01044	
AL645935.1	
HLA-W	HLA-80
MICD	PERB11.4
SPACA7	C13orf28
PTPRK	R-PTP-kappa
HCG9	HCGIX
HCG9	HCGIX-4
HCG9	HCGIX4
HCG9	PERB11
DDX39BP2	BAT1P2
DDX39BP2	BPG309N1.15
MCCD1P2	BPG309N1.16
ZNRD1ASP	C6orf12
ZNRD1ASP	Em:AB023056.3
ZNRD1ASP	HCG8
ZNRD1ASP	HCGVIII
ZNRD1ASP	HCGVIII-1
ZNRD1ASP	HTEX4
ZNRD1ASP	NCRNA00171
ZNRD1ASP	ZNRD1-AS
ZNRD1ASP	ZNRD1-AS1
ZNRD1ASP	ZNRD1AS
NXN	FLJ12614
NXN	NRX
RPP21	C6orf135
RPP21	Em:AB014085.3
RPP21	FLJ22638
TIMM22	TEX4
TIMM22	TIM22
MUC4	
TUBGCP3	GCP3
TUBGCP3	SPBC98
TUBGCP3	Spc98p
ABR	MDB
PAIP1P1	bCX300M20.3
PAIP1P1	bPG254M11.3
PAIP1P1	bQB44E15.5
PAIP1P1	bCX300M20.3
PAIP1P1	bPG254M11.3
PAIP1P1	bQB44E15.5
MICC	PERB11.3
HCG17	LINC00046
HCG17	NCRNA00046
HLA-E	
IGKV1D-8	
TRIM26BP	Em:AB023053.1
TRIM26BP	TRIM26P
TRIM26BP	TRIM26P1
AC145029.2	
HCG18	Em:AB014087.1
HCG18	FLJ25550
HCG18	FLJ31598
IGKV3D-7	
AL606534.5	
LINC01347	
AC145029.1	
IGKV1OR2-118	IGKV1/OR2-118
HCG4P8	HCGIV-08
HCG4P8	HCGIV-8
HCG4P8	HCGIV.7
AC233263.4	
BX001005.1	
AL645935.2	
AC233263.3	
LINC01347	
AL845454.1	
HLA-J	CDA12
HLA-J	D6S203
HLA-J	HLA-59
HLA-J	HLA-CDA12
HLA-H	
HLA-T	HLA-16
DDX39BP1	BAT1P1
MCCD1P1	OTTHUMG00000130506
HCG4B	bCX67J3.3
HCG4B	bPG309N1.1
HCG4B	bQB90C11.3
HCG4B	Em:AB023056.16
HCG4B	HCG4P6
HCG4B	HCGIV-06
HCG4B	HCGIV-6
HCG4B	HCGIV.5
HLA-K	HLA-70
HLA-K	HLA70
HLA-K	HLAK
HLA-U	Em:AB023056.13
HLA-U	HLA-21
RNU6-747P	
CEP170	FAM68A
CEP170	KAB
CEP170	KIAA0470
HLA-A	
CU234142.1	
ETF1P1	HCGVII
ETF1P1	SUP45L2
AL671859.4	
AL671859.2	
LILRB4	CD85k
LILRB4	HM18
LILRB4	ILT3
LILRB4	LIR-5
LILRB4	LIR5
POLR1H	A12.2
POLR1H	HTEX-6
POLR1H	hZR14
POLR1H	RPA12
POLR1H	tctex-6
POLR1H	ZNRD1
RPP21	C6orf135
RPP21	Em:AB014085.3
RPP21	FLJ22638
HLA-N	HLA-30
BX294158.1	
UBQLN1P1	UBQLN1P
MICC	PERB11.3
TMPOP1	Em:AB014080.3
TMPOP1	TMPOL1
TRIM39	RNF23
SUCLA2P1	Em:AB014080.4
SUCLA2P1	SUCLA2P
RANP1	Em:AB014080.2
HLA-E	
LINC02569	TCONS_00011283
GNL1	HSR1
TRPV6	CaT1
TRPV6	ECAC2
RPH3AL	Noc2
ADAM9	CORD9
ADAM9	KIAA0021
ADAM9	MCMP
ADAM9	MDC9
ADAM9	Mltng
ADAM32	
PVALB	D22S749
HLA-N	HLA-30
BX927214.1	
UBQLN1P1	UBQLN1P
MICC	PERB11.3
TMPOP1	Em:AB014080.3
TMPOP1	TMPOL1
SUCLA2P1	Em:AB014080.4
SUCLA2P1	SUCLA2P
RANP1	Em:AB014080.2
HLA-E	
RN7SL274P	RN7SL694P
AC142525.1	
LILRP1	CD85l
LILRP1	ILT9
LILRP1	LILRA6P
BFAR	BAR
BFAR	RNF47
LILRP2	CD85m
LILRP2	ILT10
NAIP	BIRC1
NAIP	NLRB1
LINC02569	TCONS_00011283
GNL1	HSR1
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
Z82185.2	
NCF4-AS1	CTA-833B7.2
NCF4	p40phox
NCF4	SH3PXD4
AC239618.1	
PRR3	CAT56
PRR3	Em:AB014077.1
PRR3	Em:AB023052.2
TRPV5	CaT2
TRPV5	ECAC1
U7	
PLA2G10	GXPLA2
AL671859.3	
PPP1R11	CFAP255
PPP1R11	HCG-V
PPP1R11	HCGV
PPP1R11	TCTE5
PPP1R11	Tctex5
LY6E-DT	LOC100133669
KIR2DL3	CD158B2
KIR2DL3	cl-6
KIR2DL3	nkat2
KIR2DL3	nkat2a
KIR2DL3	nkat2b
KIR2DL3	p58
LINC02569	TCONS_00011283
GNL1	HSR1
LY6E	RIG-E
LY6E	SCA-2
LY6E	TSA-1
AC243753.1	
NPIPA3	
CU024913.1	
RPP21	C6orf135
RPP21	Em:AB014085.3
RPP21	FLJ22638
LILRB4	CD85k
LILRB4	HM18
LILRB4	ILT3
LILRB4	LIR-5
LILRB4	LIR5
AC240137.1	
AC129507.6	
ABCF1	ABC50
ABCF1	EST123147
Y_RNA	
AC129507.7	
PKD1P6	
AC129507.8	
PRR3	CAT56
PRR3	Em:AB014077.1
PRR3	Em:AB023052.2
LILRA3	CD85e
LILRA3	HM31
LILRA3	HM43
LILRA3	ILT6
LILRA3	LIR-4
LILRA3	LIR4
RNF39	FAP216
RNF39	HZFw1
RNF39	LIRF
LLCFC1	C7orf34
LLCFC1	CTM-1
AC233755.2	
AC233755.1	
KEL	CD238
KEL	ECE3
TRIM31	C6orf13
TRIM31	HCG1
TRIM31	HCGI
TRIM31	RNF
AC243651.1	
RRN3	DKFZp566E104
RRN3	TIF-IA
AC010518.1	
KIR2DP1	KIR15
KIR2DP1	KIR2DL6
KIR2DP1	KIRY
KIR2DP1	KIRZ
AC008984.3	
PRR3	CAT56
PRR3	Em:AB014077.1
PRR3	Em:AB023052.2
AC008984.5	
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
SDCCAG8	BBS16
SDCCAG8	CCCAP
SDCCAG8	NPHP10
SDCCAG8	NY-CO-8
SDCCAG8	SLSN7
LILRA5	CD85
LILRA5	CD85f
LILRA5	ILT11
LILRA5	LILRB7
LILRA5	LIR9
ABCF1	ABC50
ABCF1	EST123147
ATP5MC1P1	ATP5G1P1
ATP5MC1P1	ATP5GP3
ELK2BP	ELK2.2
ELK2BP	ELK2P2
HLA-N	HLA-30
CR759890.1	
IGHA2	
UBQLN1P1	UBQLN1P
MICC	PERB11.3
LINC02569	TCONS_00011283
GNL1	HSR1
IGHE	
IGHG4	
KIR3DP1	CD158C
KIR3DP1	KIR2DS6
KIR3DP1	KIR3DS2P
KIR3DP1	KIR48
KIR3DP1	KIRX
TAMM41	C3orf31
TAMM41	DKFZp434E0519
TAMM41	MGC16471
AC142525.3	
AC139494.7	
SMN2	BCD541
SMN2	GEMIN1
SMN2	SMNC
SMN2	TDRD16B
AC120035.1	
IGHG2	
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
AC242019.1	
ABCF1	ABC50
ABCF1	EST123147
DHX16	DBP2
DHX16	DDX16
DHX16	Prp2
DHX16	PRPF2
TRIM31-AS1	
AC008984.2	
AL671859.1	
TRIM40	RNF35
AC008984.4	
AC008984.1	
COPDA1	
LILRA4	CD85g
LILRA4	ILT7
IGHGP	IGHGP1
LILRP1	CD85l
LILRP1	ILT9
LILRP1	LILRA6P
ELK2AP	ELK2
ELK2AP	ELK2.1
ELK2AP	ELK2P1
C8orf31	FLJ37131
AL928768.1	
IGHA1	
LILRP2	CD85m
LILRP2	ILT10
OR9A2	
OR9P1P	OR9P2P
TRIM10	HERF1
TRIM10	RFB30
TRIM10	RNF9
OR6V1	GPR138
IGHEP1	
OR6W1P	OR6W1
OR6W1P	sdolf
IGHG1	
AC133551.1	
KIR3DL3	CD158Z
KIR3DL3	KIR3DL7
KIR3DL3	KIR44
KIR3DL3	KIRC1
NLRP7	CLR19.4
NLRP7	NALP7
NLRP7	NOD12
NLRP7	PAN7
NLRP7	PYPAF3
AC009091.1	
LAIR1	CD305
AK3P2	HsT26053
AC136612.1	
AC236721.1	
AC007908.1	
LY6L	
AC136616.1	
LY6H	NMLY6
AC090958.3	
PPP1R18	KIAA1949
PPP1R18	phostensin
AC226154.2	
IGHG3	
AKT3	PKBG
AKT3	PRKBG
AKT3	RAC-gamma
ATP6V1G1P1	ATP6V1GP1
IGHD	FLJ00382
IGHD	FLJ46727
IGHD	MGC29633
AC226154.1	
NUP210P2	
MARK2P14	
RPL3P10	
IGHM	
AC090958.2	
AC245594.2	
AC245594.1	
Metazoa_SRP	
IGHJ6	
IGHJ3P	Jpsi3
IGHJ5	
AC136616.3	
AC136616.2	
IGHJ4	
NLRP2	CLR19.9
NLRP2	FLJ20510
NLRP2	NALP2
NLRP2	NBS1
NLRP2	PAN1
NLRP2	PYPAF2
AC141272.1	
IGHJ3	
AL035045.2	
IGHJ2P	Jpsi2
AC207480.1	
TRIM15	RNF93
TRIM15	ZNF178
TRIM15	ZNFB7
IGHJ2	
IGHJ1	
AL035045.3	
IGHD7-27	DHQ52
IGHD7-27	IGHD727
IGHJ1P	Jpsi1
IGHD1-26	IGHD126
KIR2DL3	CD158B2
KIR2DL3	cl-6
KIR2DL3	nkat2
KIR2DL3	nkat2a
KIR2DL3	nkat2b
KIR2DL3	p58
IGHD6-25	IGHD625
IGHD5-24	IGHD524
NRM	NRM29
IGHD4-23	IGHD423
IGHD3-22	IGHD322
IGHD2-21	IGHD221
GP6	GPVI
KIR2DP1	KIR15
KIR2DP1	KIR2DL6
KIR2DP1	KIRY
KIR2DP1	KIRZ
PPP1R10	CAT53
PPP1R10	FB19
PPP1R10	p99
PPP1R10	PNUTS
AC246787.4	
AC139494.8	
IGHD1-20	IGHD120
SERF1B	FAM2B
SERF1B	H4F5C
IGHD6-19	IGHD619
IGHD5-18	IGHD518
IGHD4-17	IGHD417
AF186996.7	
IGHD3-16	IGHD316
KIR2DL1	47.11
KIR2DL1	CD158A
KIR2DL1	cl-42
KIR2DL1	nkat1
KIR2DL1	p58.1
AF186996.5	
IGHD2-15	D2
IGHD2-15	IGHD215
ADAM18	ADAM27
ADAM18	tMDCIII
AF186996.9	
IGHD1-14	DM2
IGHD1-14	IGHD114
IGHD6-13	DN1
IGHD6-13	IGHD613
AF186996.4	
IGHD5-12	DK1
IGHD5-12	IGHD512
IGHD4-11	DA1
IGHD4-11	IGHD411
IGHD3-10	DXP'1
IGHD3-10	IGHD310
RDH13	SDR7C3
IGHD3-9	DXP1
IGHD3-9	IGHD39
AF186996.6	
NTAN1	
AF186996.8	
IGHD2-8	DLR1
IGHD2-8	IGHD28
Metazoa_SRP	
AC107911.1	
AC092902.3	
AC107911.2	
IGHD1-7	DM1
IGHD1-7	IGHD17
TRIM26	RNF95
TRIM26	ZNF173
TRARG1	BEC-1
TRARG1	DSPB1
TRARG1	IFITMD3
TRARG1	LOST1
TRARG1	TUSC5
IGHD6-6	D(N4)
IGHD6-6	IGHD66
IGHD5-5	DK4
IGHD5-5	IGHD55
YWHAE	FLJ45465
IGHD4-4	DA4
IGHD4-4	IGHD44
IGHD3-3	DXP4
IGHD3-3	IGHD33
IGHD2-2	IGHD22
FAM30A	C14orf110
FAM30A	HSPC053
FAM30A	KIAA0125
SLC9A3	NHE3
IGHD1-1	IGHD11
AC106772.3	
IGHV6-1	
AC106772.4	
CEP72	FLJ10565
CEP72	KIAA1519
IGHVII-1-1	IGHV(II)-1-1
HLA-H	
ADAM6	C14orf96
ADAM6	tMDCIV
AC139494.1	
HLA-T	HLA-16
AC246787.3	
DDX39BP1	BAT1P1
IGHV1-2	V35
MCCD1P1	OTTHUMG00000130506
HCG4B	bCX67J3.3
HCG4B	bPG309N1.1
HCG4B	bQB90C11.3
HCG4B	Em:AB023056.16
HCG4B	HCG4P6
HCG4B	HCGIV-06
HCG4B	HCGIV-6
HCG4B	HCGIV.5
HLA-K	HLA-70
HLA-K	HLA70
HLA-K	HLAK
HLA-U	Em:AB023056.13
HLA-U	HLA-21
CR388220.1	
IGHVIII-2-1	IGHV(III)-2-1
HLA-W	HLA-80
IGHV1-3	VI-3B
KIF5C	
MICD	PERB11.4
HCG9	HCGIX
HCG9	HCGIX-4
HCG9	HCGIX4
HCG9	PERB11
DLGAP2-AS1	
AC139494.3	
DDX39BP2	BAT1P2
DDX39BP2	BPG309N1.15
AC139494.6	
MCCD1P2	BPG309N1.16
DLGAP2	C8orf68
DLGAP2	DAP2
DLGAP2	ERICH1-AS1
DLGAP2	SAPAP2
DLGAP2	C8orf68
DLGAP2	DAP-2
DLGAP2	ERICH1-AS1
AC139494.2	
IGHV4-4	
ZNRD1ASP	C6orf12
ZNRD1ASP	Em:AB023056.3
ZNRD1ASP	HCG8
ZNRD1ASP	HCGVIII
ZNRD1ASP	HCGVIII-1
ZNRD1ASP	HTEX4
ZNRD1ASP	NCRNA00171
ZNRD1ASP	ZNRD1-AS
ZNRD1ASP	ZNRD1-AS1
ZNRD1ASP	ZNRD1AS
AC139494.5	
AC244226.1	
AC139494.4	
AC118459.1	
IGHV2-5	
GUSBP1	
IGHVIII-5-1	IGHV(III)-5-1
PPP1R10	CAT53
PPP1R10	FB19
PPP1R10	p99
PPP1R10	PNUTS
AC108108.1	
IGHVIII-5-2	IGHV(III)-5-2
MRPS18B	C6orf14
MRPS18B	HSPC183
MRPS18B	MRPS18-2
MRPS18B	PTD017
IGHV3-6	
RPL7P4	Em:AB023049.2
IGHV3-7	
KIR3DP1	CD158C
KIR3DP1	KIR2DS6
KIR3DP1	KIR3DS2P
KIR3DP1	KIR48
KIR3DP1	KIRX
MDC1	Em:AB023051.5
MDC1	KIAA0170
MDC1	NFBD1
AC247036.4	
AC138827.1	
AC247036.3	
IGHV3-11	
KIR2DL4	103AS
KIR2DL4	15.212
KIR2DL4	CD158D
AC138827.2	
AF188030.1	
IGHVIII-11-1	IGHV(III)-11-1
CLN8	C8orf61
CLN8	EPMR
CLN8	FLJ39417
CLN8	TLCD6
GTF2H2C_2	GTF2H2D
GTF2H2C_2	LOC730394
IGHV1-12	
IGHV3-13	
AC225099.1	
IGHVIII-13-1	IGHV(III)-13-1
IGHV1-14	
AC091996.1	
IGHV3-15	
RNU6-164P	
PPP1R10	CAT53
PPP1R10	FB19
PPP1R10	p99
PPP1R10	PNUTS
IGHVII-15-1	IGHV(II)-15-1
IGHV3-16	
IGHV1-17	
SLC20A1P2	
IGHV1-18	
IGHV3-19	
AC247036.2	
IGHV3-20	
IGHV3-21	
LINC01606	TCONS_l2_00027778
IGHV3-22	
IGHVII-22-1	IGHV(II)-22-1
IGHVIII-22-2	IGHV(III)-22-2
CR388205.1	
IGHV3-23	
HLA-J	CDA12
HLA-J	D6S203
HLA-J	HLA-59
HLA-J	HLA-CDA12
AC100810.5	
AC100810.4	
PDXDC1	KIAA0251
IGHV1-24	
TIGD5	FLJ14926
HOMER2P2	
IGHV3-25	
IGHVIII-25-1	IGHV(III)-25-1
ATAT1	C6orf134
ATAT1	Em:AB023049.7
ATAT1	FLJ13158
ATAT1	MEC17
IGHV2-26	
AC025674.4	
PYCR3	FLJ13852
PYCR3	PYCRL
AC025674.3	
AL354892.5	
IGHVIII-26-1	IGHV(III)-26-1
AL354892.4	
IGHVII-26-2	IGHV(II)-26-2
DYNLT2	TCTE3
DYNLT2	TCTEX1D3
DYNLT2	TCTEX2
DYNLT2	Tctex4
IGHV7-27	
LINC00588	C8orf71
LINC00588	DKFZP434F122
IGHV4-28	
AC245166.1	
ETF1P1	HCGVII
ETF1P1	SUP45L2
IGHV3-30	
CR388205.4	
U6	
CR388205.2	
POLR1H	A12.2
POLR1H	HTEX-6
POLR1H	hZR14
POLR1H	RPA12
POLR1H	tctex-6
POLR1H	ZNRD1
PAIP1P1	bCX300M20.3
PAIP1P1	bPG254M11.3
PAIP1P1	bQB44E15.5
IGHVII-30-1	IGHV(II)-30-1
IGHV3-30-2	
HCG17	LINC00046
HCG17	NCRNA00046
AC234301.4	
AL845454.2	
HLA-W	HLA-80
AC234301.6	
MICD	PERB11.4
IGHV3-29	
ERMARD	C6orf70
ERMARD	dJ266L20.3
ERMARD	FLJ11152
TRIM26BP	Em:AB023053.1
TRIM26BP	TRIM26P
TRIM26BP	TRIM26P1
HCG9	HCGIX
HCG9	HCGIX-4
HCG9	HCGIX4
HCG9	PERB11
IGHV3-33	
HLA-L	HLA-92
HLA-L	HLA92
HLA-L	HLAL
AC234301.2	
MRPS18B	C6orf14
MRPS18B	HSPC183
MRPS18B	MRPS18-2
MRPS18B	PTD017
DDX39BP2	BAT1P2
DDX39BP2	BPG309N1.15
AC234301.1	
MCCD1P2	BPG309N1.16
ZNRD1ASP	C6orf12
ZNRD1ASP	Em:AB023056.3
ZNRD1ASP	HCG8
ZNRD1ASP	HCGVIII
ZNRD1ASP	HCGVIII-1
ZNRD1ASP	HTEX4
ZNRD1ASP	NCRNA00171
ZNRD1ASP	ZNRD1-AS
ZNRD1ASP	ZNRD1-AS1
ZNRD1ASP	ZNRD1AS
AC234301.5	
AC234301.3	
HCG18	Em:AB014087.1
HCG18	FLJ25550
HCG18	FLJ31598
IGHVII-33-1	IGHV(II)-33-1
IGHV3-33-2	
IGHV4-34	
MMP28	EPILYSIN
MMP28	MM28
MMP28	MMP-25
MMP28	MMP-28
IGHV7-34-1	
IGHV3-35	
IGHV3-36	
IGHV3-37	
IGHV3-38	
IGHVIII-38-1	IGHV(III)-38-1
IGHV4-39	
MDC1-AS1	MDC1-AS
TUBB	M40
TUBB	MGC16435
TUBB	OK/SW-cl.56
TUBB	Tubb5
IGHV7-40	
AC244452.2	
IGHVII-40-1	IGHV(II)-40-1
KIR3DL1	AMB11
KIR3DL1	CD158E1
KIR3DL1	CD158e1/2
KIR3DL1	CD158e2
KIR3DL1	cl-11
KIR3DL1	cl-2
KIR3DL1	KIR
KIR3DL1	nkat3
KIR3DL1	NKB1
KIR3DL1	NKB1B
IGHV3-41	
HOMER2P1	
IGHV3-42	
IGHV3-43	
IGHVIII-44	IGHV(III)-44
IGHVIV-44-1	IGHV(IV)-44-1
IGHVII-44-2	IGHV(II)-44-2
IGHV1-45	
IGHV1-46	
IGHVII-46-1	IGHV(II)-46-1
IGHV3-47	
IGHVIII-47-1	IGHV(III)-47-1
IGHV3-48	
IGHV3-49	
TAS2R7	T2R7
TAS2R7	TRB4
ADAM2	CT15
ADAM2	FTNB
ADAM2	PH-30b
ADAM2	PH30
GFUS	FX
GFUS	P35B
GFUS	SDR4E1
GFUS	TSTA3
MRPS18B	C6orf14
MRPS18B	HSPC183
MRPS18B	MRPS18-2
MRPS18B	PTD017
TAS2R8	T2R8
TAS2R8	TRB5
IGHVII-49-1	IGHV(II)-49-1
IGHV3-50	
AL845454.3	
HLA-J	CDA12
HLA-J	D6S203
HLA-J	HLA-59
HLA-J	HLA-CDA12
IGHV5-51	
TAS2R9	T2R9
TAS2R9	TRB6
ATAT1	C6orf134
ATAT1	Em:AB023049.7
ATAT1	FLJ13158
ATAT1	MEC17
PRH1	Pa
CDH4	
IGHV8-51-1	IGHV(III)-51-1
IGHV8-51-1	IGHVIII-51-1
IGHVII-51-2	IGHV(II)-51-2
IGHV3-52	
IGHV3-53	
TAS2R10	T2R10
TAS2R10	TRB2
IGHVII-53-1	IGHV(II)-53-1
IGHV3-54	
IGHV4-55	
AC006518.5	
IGHV7-56	
IGHV3-57	
PRR4	LPRP
PRR4	PROL4
IGHV1-58	
PPP2R3B	PPP2R3L
PPP2R3B	PPP2R3LY
PPP2R3B	PR48
PPP2R3B	PR70
ETF1P1	HCGVII
ETF1P1	SUP45L2
IGHV4-59	
AL845439.3	
AL845439.2	
POLR1H	A12.2
POLR1H	HTEX-6
POLR1H	hZR14
POLR1H	RPA12
POLR1H	tctex-6
POLR1H	ZNRD1
IGHV3-60	
5S_rRNA	
IGHVII-60-1	IGHV(II)-60-1
IGHV4-61	
FLOT1	
TRIM39	RNF23
IGHV3-62	
IGHVII-62-1	IGHV(II)-62-1
IGHV3-63	
AC015849.11	
IGHV3-64	
TAF15	hTAFII68
TAF15	Npl3
TAF15	RBP56
TAF15	TAF2N
DDR1	CAK
DDR1	CD167
DDR1	EDDR1
DDR1	NEP
DDR1	NTRK4
DDR1	PTK3A
DDR1	RTK6
IGHV3-65	
IGHVII-65-1	IGHV(II)-65-1
TAF4	TAF2C
TAF4	TAF2C1
TAF4	TAF4A
TAF4	TAFII130
TAF4	TAFII135
IGHV3-66	
IGHV1-67	
SLC20A1P1	
IGHVII-67-1	IGHV(II)-67-1
IGHVIII-67-2	IGHV(III)-67-2
IGHVIII-67-3	IGHV(III)-67-3
IGHVIII-67-4	IGHV(III)-67-4
IGHV1-68	
IGHV1-69	IGHV1-E
ATAT1	C6orf134
ATAT1	Em:AB023049.7
ATAT1	FLJ13158
ATAT1	MEC17
IGHV2-70D	
AC245078.1	
CR388205.3	
IGHV3-69-1	IGHV3-H
AC006518.6	
PPP1R11	CFAP255
PPP1R11	HCG-V
PPP1R11	HCGV
PPP1R11	TCTE5
PPP1R11	Tctex5
IGHV1-69-2	IGHV1-F
TAS2R13	T2R13
TAS2R13	TRB3
AC242528.1	
AL732314.1	
IGHV1-69D	
PRH2	Pr
AL732314.5	
IGHV2-70	
FABP5P13	FABP5L13
IGHV3-71	IGHV3-G
KRT18P53	
IGHV3-72	
IGHV3-73	
IGHV3-74	
IGHVII-74-1	IGHV(II)-74-1
IGHV3-75	
TAS2R14	T2R14
TAS2R14	TRB1
IGHV3-76	
IGHVIII-76-1	IGHV(III)-76-1
IGHV5-78	
TAS2R15P	PS8
TAS2R15P	T2R15
TAS2R15P	TAS2R15
TAS2R50	T2R51
TAS2R20	T2R20
TAS2R20	T2R56
TAS2R20	TAS2R49
TAS2R19	T2R19
TAS2R19	T2R23
TAS2R19	TAS2R23
TAS2R19	TAS2R48
TAS2R31	T2R31
TAS2R31	T2R53
TAS2R31	TAS2R44
MUC21	C6orf205
MUC21	KMQK697
MUC21	MUC-21
MUC21	bCX31G15.2
MUC21	C6orf205
TAS2R63P	
TAS2R46	T2R54
TAS2R64P	T2R64
TAS2R64P	T2R64P
TAS2R43	T2R52
TAS2R30	T2R30
TAS2R30	TAS2R47
CR759964.1	
AC245078.3	
AC245078.2	
HCG22	PBMUCL2
SMIM10L1	
TAS2R42	hT2R55
TAS2R42	T2R24
TAS2R42	T2R55
TAS2R42	TAS2R55
RNF39	FAP216
RNF39	HZFw1
RNF39	LIRF
AC008746.5	
AC244131.3	
TTYH1	
AC244131.4	
MICB	PERB11.2
PRB3	PRG
ZNF623	KIAA0628
AC138827.3	
AL845439.1	
TRIM31	C6orf13
TRIM31	HCG1
TRIM31	HCGI
TRIM31	RNF
PPP1R11	CFAP255
PPP1R11	HCG-V
PPP1R11	HCGV
PPP1R11	TCTE5
PPP1R11	Tctex5
NAIPP4	
ZNF707	
CDH12P4	
AC146335.1	
PRB4	
LINC02197	
AC139463.1	
GAPDHP26	
PRB1	PM
PRB1	PMF
PRB1	PMS
PRB1	PRB1L
PRB1	PRB1M
PMCHL2	
PLPPR1	FLJ20300
PLPPR1	LPPR1
PLPPR1	MGC26189
PLPPR1	PRG-3
RPP21	C6orf135
RPP21	Em:AB014085.3
RPP21	FLJ22638
AC138832.3	
BDP1	HSA238520
BDP1	KIAA1241
BDP1	KIAA1689
BDP1	TAF3B1
BDP1	TFC5
BDP1	TFIIIB150
BDP1	TFIIIB90
BDP1	TFNR
KIR2DS4	CD158I
KIR2DS4	cl-39
KIR2DS4	KKA3
KIR2DS4	nkat8
Y_RNA	
PPIAP9	Em:AC006046.3
PPIAP9	PPIP9
RPL15P4	Em:AC006046.2
MCCD1	
KIR3DL2	CD158K
KIR3DL2	cl-5
KIR3DL2	nkat4
KIR3DL2	nkat4a
KIR3DL2	nkat4b
DDX39B	BAT1
DDX39B	D6S81E
DDX39B	UAP56
RNF39	FAP216
RNF39	HZFw1
RNF39	LIRF
AL161631.2	
AL359893.3	
AC216089.2	
TRMT112P4	
TRIM31-AS1	
AC216089.1	
TRIM31	C6orf13
TRIM31	HCG1
TRIM31	HCGI
TRIM31	RNF
BAAT	BAT
CR753815.1	
TRIM40	RNF35
AL354892.6	
LINC00242	C6orf122
LINC00242	dJ266L20.5
LINC00242	FLJ31451
LINC00242	NCRNA00242
LINC00574	C6orf208
LINC00574	CRALA
LINC00574	dJ182D15.1
LINC00574	FLJ13162
AL049612.2	
FYTTD1P1	
TRIM10	HERF1
TRIM10	RFB30
TRIM10	RNF9
HLA-N	HLA-30
AL662831.1	
UBQLN1P1	UBQLN1P
MICC	PERB11.3
TMPOP1	Em:AB014080.3
TMPOP1	TMPOL1
SUCLA2P1	Em:AB014080.4
SUCLA2P1	SUCLA2P
RANP1	Em:AB014080.2
HLA-E	
AC008746.3	
TRIM31-AS1	
AC008746.1	
BX322644.1	
AC008746.4	
TRIM40	RNF35
LENG8-AS1	
TRIM15	RNF93
TRIM15	ZNF178
TRIM15	ZNFB7
LENG8	KIAA1932
LENG8	MGC40108
LENG8	pp13842
AF250324.2	
AC015849.10	
RNU1-51P	
AC109471.2	
FRG1-DT	
AC015849.7	
RN7SKP117	
AC109471.3	
HEATR9	C17orf66
HEATR9	FLJ32830
GLIS2	NPHP7
LINC01596	
U6	
FCAR	CD89
FRG1	FRG1A
FRG1	FSG1
TRIM10	HERF1
TRIM10	RFB30
TRIM10	RNF9
PTMAP1	Em:AB023049.6
GLIS2-AS1	
C6orf136	Em:AB023049.8
PAM16	Magmas
PAM16	Tim16
PAM16	TIMM16
AC138832.2	
HMGN1P12	
PTPRK-AS1	
MCCC2	MCCB
AL034349.2	
TRIM26	RNF95
TRIM26	ZNF173
AP005902.4	
LINC02569	TCONS_00011283
AP005902.3	
AC226374.1	
GNL1	HSR1
AF146191.2	
TUBB7P	TUBB4Q
CLPTM1L	CRR9
CLPTM1L	FLJ14400
TRIM15	RNF93
TRIM15	ZNF178
TRIM15	ZNFB7
5S_rRNA	
5S_rRNA	
DUX4L9	
FRG2	FRG2A
DHX16	DBP2
DHX16	DDX16
DHX16	Prp2
DHX16	PRPF2
PTMAP1	Em:AB023049.6
LENG9	
AF146191.3	
C6orf136	Em:AB023049.8
CDC42EP5	Borg3
CDC42EP5	CEP5
LAIR2	CD306
LINC02878	BREA2
CORO7-PAM16	
TRIM26	RNF95
TRIM26	ZNF173
CCDC166	
AC105219.5	
MAPK15	ERK7
MAPK15	ERK8
AC008746.2	
